Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
Flaggen so von einer Tunisinischen Galeotte mit  Mann angegriffen worden hat sich tapfer wider setzet; und da sich das Volk auf dem hin ter Theil derselben einen Mut gefasset hat es alle Türken so in bemeldete Barke ge sprungen niedergemacht dahero sie dann viele Säbel und Spring Stöke erobert und den gantzen Boden mit Blut überschwem met haben; dahero die Galliotte abgewichen; auf der Barke seynd  Mann zwey von Musketen Kugeln und  nicht ge fährlich von ungefehr entzündeten Pulfer Flaschen verwundet worden.| Paris  Augusti.,65,65_türken_kroatien_osmanen_bosnien,"['türken', 'kroatien', 'osmanen', 'bosnien', 'türkischen', 'türkische', 'persien', 'ottomannischen', 'janitscharen', 'aga']",,türken - kroatien - osmanen - bosnien - türkischen - türkische - persien - ottomannischen - janitscharen - aga,False
zu Trier  mit  Post Pferden nach Freuden thal und Langendorf abgegangen sich mit Hirsch Jagden einige Zeit zu erlu stigen.| Venedig  Septemb.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Zu dem was in voriger Wochen von Constantinopel geschrieben worden wird an noch beygesetzet dass das Ottomannischen Kriegs Heer so in Persien gestanden in vollem Marsch gegen Ispahan zu be griffen wäre und den Zug über  Siras, nicht über Tauris nehme weilen dieselbe Ge gend auf Befehl des ungerechten Besitzers SultanEsrefs gäntzlich verwüstet wäre: wel cher wofern er dieselbe Haupt Stadt nicht beschützen könte sich mit der reichen Beute so er in derselben und andern eingenom menen Städten in selbigem Königreich ge machet nach Candahar zu ziehengeson nenwäre| Wien  September.",65,65_türken_kroatien_osmanen_bosnien,"['türken', 'kroatien', 'osmanen', 'bosnien', 'türkischen', 'türkische', 'persien', 'ottomannischen', 'janitscharen', 'aga']",,türken - kroatien - osmanen - bosnien - türkischen - türkische - persien - ottomannischen - janitscharen - aga,False
Die alhier befindliche Kaiserliche Pohl nische und Russische Ministern haben in die sen Tagen verschiedene  Conferenzien mit einander gehalten und der Letztere hat ei nen  Expressen nach Petersburg an seinen Hof abgefertiget.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Truppen ange griffen solche von ihren Posten vertrieben und verschiedene Flecken und Oerter geplün dert und verheeret; welches durch die hie sig Ost Friessländische Gesandschaft dem Reichs Convent kund gemacht worden.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Sonsten hätte man zu besagtem Petersburg die Nachricht von Reval erhalten dass die Russische Flotte vor selbigen Hafen und zwar gleich der  Combinirten über in Ord nung läge; da hingegen die Galeren beor dert seyn solten sich in die Finnischen und Schwedischen Scheren zu legen ohne ent deken zu können zu was für einer Absicht selbige gebrauchet werden solten weil sehr viel Volk darauf eingeschiffet wäre.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Admiral Wager liesse gegen wärtig unterschiedliche Schiffe von seiner Flotte längst denen Küsten von Liefland bis nach Riga kreutzen der Meinung ei ne etwann Russischer Seits vorzunehmende Ubersetzung zu verhindern.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Mit Briefen aus Lübek wird unter ande ren berichtet wie den  Augusti die eini ge Zeit her auf der dortigen Rhede gelegen ne Russische kleine und  Stuk führende Fregatte wieder unter Segel gegangen auf habende nicht allein verschiedene dorthin überbringende Waaren sondern auch über   Passagiers.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Truppen die General Musterung zu halten vor einigen Tagen wieder zuruk ge langet und hätte desselben an  Durchl.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
abgestatteten Bericht darinnen bestanden wie er alle Regimenter völlig und in dem besten Stand gefunden gehabt die gantze Zahl aber dieser Truppen worunter die  Regimenter Land Militz nicht zu rechnen erlieffe sich auf 14400.Mann Von Detmolth in der Grafschaft Lippe hat man dass der Gräfl.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Am 2ten dieses ist die noch übrige Reu terey ausser eine Compagnie von dem Chur Printzischen Cuirassier Regiment welche hier stehen bleiben solle in ihre vorige Quartier marschieret.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Aus reisser von der Militz so wol Fuss Volk als Reuterey allergnädigst Pardon versprochen wird dafern sie sich noch vor Ende die ses Jahres bey ihren Regimentern wieder einfinden.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Hingegen dadurch die gute Freundschaft zwischen der Cron Engel land und dem Russischen Hof so doch schon auf guten Fuss gestanden zur völliger Her stellung verzögert würde.| Regenspurg  Septemb.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Zufol ge eben derselben Bedingungen schreitet man nunmehro zu der Abtheilung Persiens und die Gräntz Scheidung so wol auf Sei ten der Türkey als von Reussen zu ver anstalten.,65,65_türken_kroatien_osmanen_bosnien,"['türken', 'kroatien', 'osmanen', 'bosnien', 'türkischen', 'türkische', 'persien', 'ottomannischen', 'janitscharen', 'aga']",,türken - kroatien - osmanen - bosnien - türkischen - türkische - persien - ottomannischen - janitscharen - aga,False
"Das Ottomannische Kriegs Volk hat seither der Eroberung der Stadt Casbin, nichts vorgenommen und das un ter Befehlshabung des Gubernators von Babylonien ist hat müssen zuruk ziehen um einen Aufstand den einige missver gnügte Araber erreget haben zu stillen.",65,65_türken_kroatien_osmanen_bosnien,"['türken', 'kroatien', 'osmanen', 'bosnien', 'türkischen', 'türkische', 'persien', 'ottomannischen', 'janitscharen', 'aga']",,türken - kroatien - osmanen - bosnien - türkischen - türkische - persien - ottomannischen - janitscharen - aga,False
Die Pest regieret annoch stark alhier und man besorget sie werde noch viel ärger um sich greiffen wofern die übermässige Hitze allzu geschwind auf den jetzigen schon  oder  Tage häuffig fallenden Regen ein fallen solte.| Bilbao  Augusti.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Der Herr Littlear welcher bey des Generals Wills Regiment als Adjutant stehet truge eine gute Anzahl Soldaten dem Weltlichen Arm gegen diese mutwillige U bertretter beyzuspringen an er wurde aber nicht darumen angesprochen.| Madrid  Augusti.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Mann starken Türkischen Belage rung mit einer vor mittägigen Procession von der Kaiserl.,65,65_türken_kroatien_osmanen_bosnien,"['türken', 'kroatien', 'osmanen', 'bosnien', 'türkischen', 'türkische', 'persien', 'ottomannischen', 'janitscharen', 'aga']",,türken - kroatien - osmanen - bosnien - türkischen - türkische - persien - ottomannischen - janitscharen - aga,False
Es ist befohlen worden eine grosse Menge Kriegs Vorraht für die Besatzungen in Schott Land einzuschiffen; von wannen das Regiment derer grauen Dragoner des Obersten Campbell in Engelland zuruk kommen solle.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Der Oberste Pocolz verreisete vorgestern nach Bristol um daselbst sein Regiment welches man unver züglich aus Jrland erwartet zu überneh  Etliche Officierer deren  Schottländischen Regimentern so in derer General Staa ten Diensten stehen seynd alhier angekommen um Mannschaft zu werbenundihre Compagnien| pagnien zufolge des von Jhren Hochmögen den gefasseten Schlusses um  Mann zu ver stärken.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Es ist dermalen hier ein grausamen Sturm und durchdringende Kälte eingefallen indeme der Winter mit solcher Heftigkeit angefangen dass man in Zeit von  Tagen des starken Sturmes ohngeachtet bis an die Festung  Cronen auf dem Eise gehen kan; und weil auch ein ziemlicher Schnee gefallen ist man in dem Königl.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Den  des verwichenen Monats hat der Graf von Limoge ein Capitain von der Reuterey und Sohn des Herrn  Sens, Obristen Lieutenants in dem bekannten Re giment zu Pferd von der sogenannten weis sen  Cornette, an dem Eingang der Opera sich sehr ungestüm erzeigt und als der all da  commandirende Wach tMeister ihne er mahne dass er sich stille halten oder aber retiriren möchte hat derselbe an statt dessen mit denen Händen an das Gefäss seines De gens gegriffen indeme er zimlich berauscht ware es hat aber der Wacht Meister ihm den Degen von der Seiten genommen der Graf aber ergriffe einer andern von denen umstehenden Personen den Degen und  blessirte denM acht Meister es lieffe hierauf die völlige Wacht herzu und machten den Grafen Wehrloss der Printz von Conti welcher in der Opera warekameselbsten hie| herunter und überlieferte denselben dem Grafen von Chatillon, General Feldmei stern über die Reuterey welcher den Offi cier für eine kleine Züchtigung in die Bastille setzen liesse.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
Der Frost fähret auch so beständig und anhaltend fort und zwar so mächtig dass be reits Leute auf dem Eise von der Jnsul Hoen anhero gekommen und wann es noch eini ge Tage solcher gestalt fortfahret wird man nach Schonen hinüber gehen können.| Cöln  Februarii.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Petersburger Brief melden dass die Krie ges Zurüstungen zu einem künftigen Feld Zug so wol zu Wasser als zu Land eiferigst fortge setzet würden und gienge die Rede dass die gesamte Russische Flotte nebst denen  Ga leren vielleicht ehender in See kommen als die Dännische und Gross Brittanische Geschwa ten sich in der Ost See einfinden möchten welches dann bey ein und anderer hohen See Machten grosse Aufsehen verursachte bevorab zu man meinen wolte dass ein wichtiges Un ternehmen auf der Hand seyn müste ohnge achtet alles am Russischen Hof geheim gehalten wird.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Da die in Russland und denen an der OstOstSee See eroberten Landschaften errichtete Re gimenter mehrentheils ergäntzet und dann mehresten Teutsche welche aus denen Rus sischen National   Regimentern genommenen und denen erstern beygefüget worden so stün de inkurtzem zu vernehmen worzu dieses neuneuaufzurichtende aufzurichtende Corpo gebrauchet und unter was für Commando es gegeben wer den solte.| Venedig  Februarii.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Und dass endlich die unglükliche Zeitung erschol len wäre dass  tausend Janitscharen des Ottomannischen Heers als es sich unter Jspahan nahen wollen und das Krieges Heer des Sultan Esretf ersehen nicht haben fechten wollen weilen sie nicht allein die Fahnen mit dem halben Mond bezeichnet er blicket sondern weilen auch die Soldaten aus welchen dasselbe Heer bestunde so wol als die Türken Nachfolger des Omer wel cher einer von denen zweyen Auslegern des Alcorans ist seynd;, dahero so grosse Ver wierung geschahe dass der Befehls haben de Basia sich zuruk zu ziehen entschlosse; er hatte aber das Ungluk dass er theils Stücken und  Bagage, nebst Niedermachung  tausend von denen seinigen verlore; welches eine grosse Bestürtzung in Constan tinopel verursachet hätte.",65,65_türken_kroatien_osmanen_bosnien,"['türken', 'kroatien', 'osmanen', 'bosnien', 'türkischen', 'türkische', 'persien', 'ottomannischen', 'janitscharen', 'aga']",,türken - kroatien - osmanen - bosnien - türkischen - türkische - persien - ottomannischen - janitscharen - aga,False
Sonnabends frühe erhube sich ein er schrökliches Ungewitter mit sehr ungestü men Winden und unaufhörlichen Wetter leuchten vermischet welche die Luft mit starken Donner schlagen und knallen mit vielen Keilen erfülleten nebst einem dich ten Hagel darvon viele Personen getödtet und verwundet worden.| Regenspurg  Februarii.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Heute hat man die Weise der Procession, welche bey morgenden Crönung Jhrer Köni glichen Majestäten beobachtet werden solle publiciret und ist dieselbe so prächtig als man sie jemals in Engelland gesehen  Die  Regimenter der  Guardes, und die   Compagnien der Leib Guarde seynd befehliget sich morgen frühe um 6 Uhr zu Whitehall auf der Parade zu stellen von wannen die Officiers Detachementer nach denen angewiesenen Oertern abschicken wer den um alle Unordnungen wehrend dieser Ceremonie zu verhüten; wie dann auch durch eine gestern von dem Lord Marschall publicirte Proclamation allen  Pairs, und ihren Gemahlinen der Weg den sie nach dem Pallast Westmünster nehmen und die Ordnung welche sie desfalls halten sollen angewiesen zugleich auch allen Zuschauern bedeutet worden ist sich in keinen Trauer Kleidern sehen zu lassen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Das Regiment Dragoner von Gover ist heute in die Stadt gezogen und das von Honywood wird gleichfalls erwartet um bis künftigen Don nerstag oder Freytag alhier zu verbleiben.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Zwey Vorstellende die Hertzogen von  Aquitanien und von  Normandie, in Carmesin mit weissen Taf fet gestreiften Sammeten Manteln mit Härmelin ge fütterten Umschlägen beede ihre von Drapd'Or ge machte und mit Härmelin gefütterte Hauben tragend.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
Leib Guardi zu Pferd.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
Es seynd zwar seit einigen Tagen ver schiedene Divans gehalten von dem darinn verhandelten aber nichts bekannt gemachet worden; dahero dann das Volk murret und zum Aufstande geneiget  Ein aus Persien angekommener Expresser hat die Zei tung mitgebracht dass die Ausreissung un ter denen Türkischen Truppen sehr gross wäre und dieselbe sich Hauffen weise nach des Esrefs Lager begäben.,65,65_türken_kroatien_osmanen_bosnien,"['türken', 'kroatien', 'osmanen', 'bosnien', 'türkischen', 'türkische', 'persien', 'ottomannischen', 'janitscharen', 'aga']",,türken - kroatien - osmanen - bosnien - türkischen - türkische - persien - ottomannischen - janitscharen - aga,False
"Jn dem Orden von Calatrava die Commenthur von Bei, und CasteldeCastelli dem Feld Marschall Don HieronymodeSolis und  Gante; die von Mestanza dem BrigadierDonJosephVincentFuenbuena; die von Gaudalerza dem DonMichaelRiggio See Admiralen deren Kriegs Schiffen; die von Ximena dem Obrist Leutenant DonAlvaroCarillo.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Jn dem Orden von Montesa die von Perpuchent dem Feld Marschall Marches von  Porto Blanco die von Honda dem BrigadierDonEustachiodelaVieufville; die von Borriana dem Obrist Leute nant DonJoachim von  Monserrat.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Man ist alhier mit Verbesserung deren durch jüngstgemeldetes Ungewitter beschä digten Oertern sehr beschäftiget und arbei ten schon seit einigen Tagen  Galeot ten an Wegführung der Erden mit welcher alle niedrige Oerter dieser Stadt durch die Uberschwemmung des Wassers gefüllet wor den und ist es unmöglich zu beschreiben was für eine grausame Menge es überall gelassen.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Jndessen schreiben die Aerzte diese Krankheiten der ungemeinen Hitze und denen schweren Ausdämpfungen zu welche man im verwichenen Sommer fast bestän dig gehabt.| Coppenhagen  October.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Freytags verwichener Woche langete ei ne unserige Marciliana von Maina mit gu ter Ladung alhier an; solche ist von dreyen Barbarischen Galleotten oder Raub Schiffen angefallen worden allein ein Stuck Schuss von unserer Marciliana risse von der grö sten Galeotte den völligen Vorder Theil hinweg da dann alsobald gedachte Rauber die anderen zwey mit derselben Mannschaft verstärkten und unsere Marciliana mit neuem Gewalt angriffen welche sich aber so tapfer gewehret dass sie diese zwey Galleotten nach einem zwey stündigen Gefecht bey welchem  derer Barbaren geblieben und  verwundet worden die Flucht zu neh men genöthiget.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Es seynd schon einige Tage alhier wegen häuffigen Regen Wetters keine auswertige Nachrichten eingeloffen: Mittwochs gegen 3 Uhr des Nachts entstunde alhier ein sehr starkes Ungewitter mit sehr häuffigem Re gen und heftigem Sturm Winde.| Wien 12ten November 1727.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Die Umstände so gemeiniglich Ungewitter pflegen zu verursachen scheinen sich alle von dem 21sten Augusti dieses Jahres an bis den 20sten April des künftigen Jahres 1728. um durch Sturm und Ungewittere so wol zu Wasser als zu Land sonderlich in Jtalien grausame Verherrungen und Schaden aus zuüben zu vereinbaren.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Ubrigens wann auch das schwäreste dieses Ungewitters nur  Meilen von Rom aus brechen solte würden die Gelehrten mich des senthalben gleichwol glükselig schätzen dass ich es in deme die Welt in ihrer Ober Fläche mit samt dem Gewässer 9000. und nach der Mei nung des Herrn Fevre 25696000. viereckigte Meilen in sich begreift noch so nahe getrof fen habe.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Jch melde nichts von denen heftigen Winden welche sich diese Zeiten hindurch sehr oft werden erheben wann sie nicht durch Regen gestillet werden.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Eben heute blasset ein heftiger Wind in Frankreich.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Des Graf Mo ritzen seine Leute welche auf der Jsmaltischen Jnsul von denen Russen gefangen ge nommen und nach dem Russischen Lager bey Oly gebracht worden wurden ausge liefert und anhero gebracht sie bestunden aus  Mann Gemeinen.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Desselbigen Tages erhielten die alhier anwesende Russische Generals einen  Expressen aus Petersburg worauf sie wie vorhin wider das Unterneh men der Königl.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Commissarien werden diese Wochen nach Pohlen zuruk kehren die übrige aber mit einigen Truppen den Winter über hieselbst ver bleiben.| Petersburg  October.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Man hat Zeitung erhalten: dass dervonderverstorbenenCzarinan denKönigvon ChinaabgesandteGraf  SaSavava, auf seiner Rükreise begriffen sey und   Chinesische Bottschafters bey sich habe mit  Commission, einen  Commercien Tractat zwischen China, und Russland zu schlies  Sie werden gegen Ostern in der Stadt Moscua vermutet.| Petersburg October Nachdeme von der Reise des Hofes nach Moscua seit einiger Zeit nichts gesprochen worden so ist nunmehro daran nicht mehr zu zweifeln da Seine Czarische Majestät vorgestern öffentlich  declariret dass sie zur Crönung nächstens dahin aufzubrechen wil lens wären den Tag zur Abreise ehestens bestimmen wolten und inzwischen jederman sich darzu anschicken möchte.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Jnzwischen ist Seiner Czarischen Majestat Jagd Ausrü stung bereits nach Moscua voraus gegan gen und die Tapezierer werden nächstens folgen.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Wir haben hier diese Nacht einen harten Sturm aus dem Westen gehabt welcher auch noch anhält; und beförchtet man von vielen dardurch verursachten Schaden zu hö  Von Abo hat man mit der jüngsten Post dass bey Alands Haf noch  Fahr zeuge mit allerhand Waaren anher gewid met lägen; von denen aber eines wegen widrigen Windes gestrandet wäre und erst ausgebessert werden müste.| Münden aus dem Hannoverischen  October.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"wurden 10 Canonen auf dem Burg Plaz dreymal abgefeuret, wor auf der gantze Magistrat alle Geist und Weltliche Bediente samt allen Ober und Unter Officiers bey dem alhiesigen Com mendanten Obristen von Sch n herrlich  tractiret und währendem Gesundheit Trinkens die erwehnte Canonen bis in die mitter Nacht abgefeuret wurden.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Philipp  Roberts, Premier Major besagter  Compagnie, an statt des   Louis Dives; der CapitainWard, bey dem  CavallerieRegiment des  Lords Cobham,Adjutant bey mehr bemeldter  Compagnie, und der Lord Hinrich  Beauclair, des Hertzogs vonS.Albans Bruder an statt des  WardCapitain geworden.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Der Herr von Quernheim hat das Regiment zu Fuss so durch den Tod des Generals von Gouvain ledig worden bekommen.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Hin gegen ist an dessen Stelle der General Ad jutant von Jlten Obrister von der Garde zu Fuss worden.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Majestät von Gross Britannien zum General LeuLeutenant tenant und Gouverneur zu Harburg und der Brigadier von  Lutcius, zum General Major ernennet.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Truppen welche den  dieses dem Herrn  Barette, als dem Meistbietenden zugeschlagen worden wurde abermal aufgerufen weil man der Durchl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
